@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute MAX_SNR numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_is_rate_trig_binary numeric
@attribute bat_trigger_dur numeric
@attribute uvot_detection_binary numeric
@attribute PROB_Z_GT_4 numeric
@attribute triggerid_str {'106709','111063','111529','111622','114753','117504','130088','148225','148646','148833','150314','151207','152113','153514','154112','156467','163136','163170','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','284856','285654','286809','287364','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','349510','350184','350311','352190','352648','353540','355083','357512','359530','359711','359951','370791','370846','373172','373458','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@data
2.512,-0.5208,?,7.8846e-06,9.472e-05,24.4,19.38,9.79,241,1,4.096,1,0.0896585,'335105',0.0804455748293549,0.515435551526025,0.425831794505939,0.752797323744744,0.776642547454685,0.257403472438455,0.734721892978996,0.699228630634025,0.141624523326755,0.449506163829938,0.504315508296713,0.646436689421535,0.187700322363526,0.0745935905724764,0.45229448354803,0.00366804725490510,0.509724073112011,0.534628453897312,0.650101011618972,0.431894690031186,0.809856994077563,0.60562696121633,0.626994208665565,0.776882196776569,0.850613265763968,0.061718288809061,0.852410316001624,0.0844438967760652,0.924750968813896,0.377181298332289,0.47681029769592,0.0336342705413699
1.165,-0.4458,?,5.6717e-07,?,10.3,52.48,7.29,187,1,1.408,0,0.163681,'259714',0.00810152129270136,0.189317286480218,0.207980313804001,0.657139462418854,0.687030399451032,0.801158100133762,0.935564888641238,0.76244812970981,0.105956760700792,0.0106456365901977,0.00709763588383794,0.385677182348445,0.985645482316613,0.71085065882653,0.137170447036624,0.423113835277036,0.189550079172477,0.698128629708663,0.71166938636452,0.0144969406537712,0.728886507917196,0.966287055751309,0.452391503611580,0.890977561473846,0.116185856517404,0.597245150944218,0.8222305548843,0.682964943349361,0.91400456870906,0.544358832761645,0.111676008673385,0.65231698891148
1.608,-1.387,172.256,8.704e-06,0.0001712,52.4,57.97,8.16,163,1,1.024,1,0.126235,'349510',0.234280820004642,0.621769055491313,0.489055597223341,0.0539494850672781,0.233427991624922,0.357439536368474,0.369392802007496,0.750656196381897,0.0297834728844464,0.588058453518897,0.21856776624918,0.189251346979290,0.644681761041284,0.857179860118777,0.249218217330053,0.754375879885629,0.352651869645342,0.99483995232731,0.90920893009752,0.81778069329448,0.310626678401604,0.368584509938955,0.60435335082002,0.807562240632251,0.896425507264212,0.0508230635896325,0.338215984171256,0.380976922344416,0.342955766711384,0.748921609017998,0.200932371197268,0.855274869594723
2.04,?,?,3.4241e-07,?,10.4,11.31,9.07,384,1,4.096,1,0.141616,'282003',0.281331473961473,0.0774273751303554,0.75543329748325,0.322525764815509,0.634321910096332,0.677928949007764,0.363362452248111,0.779769946355373,0.680910614784807,0.136026335414499,0.543251181021333,0.503905778052285,0.276500680716708,0.255143878050148,0.396015854785219,0.227136559784412,0.730783115606755,0.52562652155757,0.538439117372036,0.831772510427982,0.699600064894184,0.895692271646112,0.546236290596426,0.874493209412321,0.351579303853214,0.579774198355153,0.154072394128889,0.0925228474661708,0.546778494259343,0.539097519125789,0.815388814313337,0.153953312896192
2.752,-1.4019,?,2.8419e-06,4.211e-05,68.4,39.96,9.18,243,1,1.024,1,0.0992083,'374210',0.888302839826792,0.223182504530996,0.766790527384728,0.864579090382904,0.946634033694863,0.458188058808446,0.478285605553538,0.202196025988087,0.667971429415047,0.713943587150425,0.47989800106734,0.883208269719034,0.650887849740684,0.386416919296607,0.657018234021962,0.0170662996824831,0.598741882480681,0.648816063068807,0.649569165427238,0.285778076387942,0.435858507873490,0.995597204193473,0.537008960032836,0.516105300979689,0.323525407584384,0.798086756141856,0.912718568462878,0.642344472231343,0.935587971704081,0.635273065650836,0.174870291491970,0.81059310445562
0.54,-1.7949,57.9955,4.3217e-06,7.6e-05,44.7,119.51,7.13,243,1,4.096,1,0.174465,'221755',0.722778619267046,0.663238535868004,0.652501397300512,0.89584338478744,0.272613030392677,0.428171296603978,0.693289948394522,0.72628187155351,0.690769102191553,0.496832579374313,0.500047400360927,0.919508560327813,0.843428276479244,0.62087876885198,0.883265488315374,0.291795821627602,0.720144535182044,0.634556837379932,0.209000909235328,0.210259384242818,0.0294916981365532,0.695079006953165,0.229655275586993,0.728775270283222,0.296020891983062,0.673026809701696,0.827566356863827,0.466569486772642,0.241672860458493,0.360297730192542,0.571065986063331,0.368081302847713
1.71,-1.2432,?,5.175e-06,7.828e-05,55.8,39,17.7,520,1,1.024,1,0.103873,'373458',0.440110768424347,0.887063168920577,0.670189621625468,0.628483907086775,0.943819521460682,0.251934784231707,0.83158104470931,0.647075308021158,0.895249300636351,0.104979604482651,0.797049423214048,0.357957096071914,0.236226613633335,0.172554616350681,0.612237234832719,0.896855463273823,0.916964864591137,0.189645650563762,0.436882249079645,0.637219849741086,0.0282597236800939,0.884037153795362,0.199558488558978,0.0539485884364694,0.467111758887768,0.225552174495533,0.69363268930465,0.52810912556015,0.146782901138067,0.605646662181243,0.63336911611259,0.806926651392132
5.3,-0.4337,?,8.0819e-07,2.294e-05,6.8,27.54,?,?,?,?,0,0.213529,'150314',0.0217460489366204,0.694031442748383,0.457531472202390,0.744590600486845,0.662083898670971,0.968475517816842,0.141883122734725,0.166359434137121,0.72079997160472,0.732624063733965,0.884482161840424,0.939887166256085,0.837582097854465,0.952824621926993,0.960643003927544,0.185722459340468,0.98576448741369,0.423994269920513,0.576051546027884,0.865854344097897,0.0387425827793777,0.719675859669223,0.214403434889391,0.537195515818894,0.294004981406033,0.592683142283931,0.00651083397679031,0.204859135905281,0.961609938880429,0.930247690994292,0.717862773919478,0.863686800235882
0.937,-1.089,1381.91,0.00041119,3.155e-05,725.4,147.32,22.5,1909,1,1.024,1,0.0169694,'306757',0.303047327557579,0.782877895748243,0.88157851761207,0.83643376803957,0.932473896769807,0.460571304662153,0.381389888934791,0.683161915978417,0.192148574860767,0.339942281367257,0.643343195784837,0.281236380571499,0.0217149374075234,0.108671139692888,0.87544183107093,0.605902093928307,0.00914826989173889,0.153696019435301,0.205438290024176,0.526433614082634,0.131978933932260,0.541330253705382,0.299053856637329,0.148898354033008,0.134420357178897,0.593512874562293,0.703975056298077,0.458334497408941,0.763269029790536,0.0303238756023347,0.238331020344049,0.792139053810388
1.95,-1.0297,?,5.3762e-06,?,60.5,32.88,15.1,459,1,1.024,1,0.097116,'306778',0.955205144593492,0.944442617939785,0.669968865578994,0.151647819438949,0.617541941581294,0.111890711123124,0.913186831166968,0.918269869405776,0.704597448697314,0.302477509481832,0.111091483617201,0.719659116119146,0.152021278394386,0.653316111071035,0.712923375889659,0.524990016594529,0.253621142357588,0.984140509972349,0.946131432894617,0.943301949184388,0.246190706035122,0.59038635971956,0.950019699987024,0.747130552539602,0.704387674573809,0.685348382685333,0.338529326487333,0.478444688720629,0.458592816721648,0.199938324047253,0.528684997232631,0.0643266888801008
1.51,-1.4146,131.73,4.5309e-06,2.715e-05,45.7,30.24,12.69,332,1,1.024,1,0.125541,'208169',0.540453141788021,0.0405513762962073,0.382285559317097,0.98256989242509,0.857203070539981,0.254607296781614,0.721089686267078,0.987389408284798,0.494937644805759,0.505554288858548,0.553693843539804,0.389623436378315,0.725904908729717,0.142549805110320,0.842515714233741,0.200431323843077,0.228586670476943,0.739735963288695,0.549431993626058,0.102469894103706,0.937537165591493,0.264221886871383,0.153252676827833,0.813860009657219,0.537485524546355,0.96698941825889,0.237138856202364,0.95565791381523,0.923527958337218,0.0200046917889267,0.82313446700573,0.106591944815591
0.542,-1.5913,68.1855,2.3823e-05,0.0005874,295.2,66.33,18.67,813,1,1.024,1,0.048831,'425151',0.96879860642366,0.209895425941795,0.44413338880986,0.107652686536312,0.0232055047526956,0.953044255496934,0.368477850221097,0.0196121814660728,0.0393051085993648,0.426217198139057,0.98449345631525,0.628018684918061,0.437814824515954,0.351314926287159,0.324301548302174,0.233778618276119,0.616560624912381,0.041126151336357,0.625860941363499,0.728400930762291,0.924733117921278,0.0179603300057352,0.55028705811128,0.876477848738432,0.153656579321250,0.739918840816244,0.0546087152324617,0.0737935961224139,0.0337241219822317,0.0714967739768326,0.78867364814505,0.430683176731691
8.1,-0.7002,50.5504,6.6649e-07,?,31.3,12.36,8.16,203,1,1.024,0,0.136544,'350184',0.658812273759395,0.145897019188851,0.0492229522205889,0.437694902298972,0.911819849396124,0.609570652944967,0.587707573547959,0.458450300619006,0.590547814266756,0.471641141921282,0.586006677476689,0.840623005060479,0.229360013734549,0.711931258672848,0.709960352862254,0.299105376470834,0.570621566846967,0.533166044391692,0.880218922160566,0.607596781337634,0.050207549938932,0.289639256661758,0.218427556566894,0.878683756804094,0.789661564631388,0.147879181662574,0.885115668876097,0.421724100830033,0.393294885056093,0.111719507025555,0.221868396736681,0.407942021265626
0.544,-1.0778,126.079,2.8371e-05,4.8e-05,131.7,50.28,23.3,3348,1,1.024,1,0.009013,'350311',0.322092178277671,0.841474905144423,0.26362557313405,0.434075374621898,0.470092834439129,0.284600674640387,0.0453444721642882,0.500930982874706,0.97665358055383,0.553252666490152,0.347533985041082,0.94430659734644,0.561427557375282,0.835122844437137,0.255392328137532,0.628054941771552,0.952959549846128,0.106751720653847,0.501530894311145,0.431473706848919,0.680269276490435,0.135150115238503,0.961121874162927,0.856169316917658,0.44704193319194,0.669181763427332,0.893106423085555,0.0635607799049467,0.435690396698192,0.414323397679254,0.556307706749067,0.972974312491715
1.063,-1.284,?,3.8255e-06,5.425e-05,29.5,15.21,9.31,168,1,1.024,1,0.0332424,'378559',0.488846401916817,0.350522456690669,0.0680853317026049,0.359369732206687,0.0227726232260466,0.189521775813773,0.345015130704269,0.352690053172410,0.620052086655051,0.0885242335498333,0.497530271764845,0.820395891554654,0.477242332650349,0.478238326497376,0.524043771903962,0.81383225065656,0.778289816109464,0.41434398945421,0.648316674865782,0.718732298118994,0.544165714411065,0.654717894736677,0.74940894311294,0.51435912004672,0.261995275737718,0.338285732315853,0.569538936717436,0.123531714081764,0.691039215540513,0.92285892018117,0.916716551873833,0.405393140623346
0.92,-1.329,71.7872,1.427e-06,?,35.8,64.18,12.12,225,1,0.128,1,0.0759837,'284856',0.0229415132198483,0.722026124363765,0.118095820536837,0.763967229053378,0.0613842725288123,0.467549034394324,0.0805454808287323,0.991909408476204,0.344193256692961,0.841106481850147,0.507338972296566,0.931653637671843,0.786359728779644,0.623451732099056,0.71074901544489,0.116444318322465,0.175606861943379,0.8697154649999,0.898795881075785,0.699535983381793,0.578455267474055,0.435620168689638,0.189193513942882,0.329733058810234,0.689973180182278,0.636094383895397,0.810828517889604,0.0600974918343127,0.600541855208576,0.536255288403481,0.463380830129609,0.685853014932945
